#SEED: 0.26361232646740973
SAT0,-5.888486136729341,-131.5660678290326,419.84110248379466
SAT1,-34.702939863831844,-141.18430324892662,600.7710263824581
SAT2,-14.583740566597001,-170.02317120297124,634.7876447925257
SAT3,89.39193941838829,-153.54309228690198,618.9978604581556
SAT4,-83.61120779214743,104.95205909240144,476.2193574595394
SAT5,-62.80551041287954,-147.1992198364812,653.4750346170192
SAT6,84.69135135923727,-85.38841645277536,516.5563854691837
SAT7,-68.33256431675346,-141.56429742953864,465.0955458228585
SAT8,54.059773673963065,71.95541993099326,422.24426536475784
SAT9,72.4362348085985,121.71937643883922,639.048582488448
SAT10,37.62819220961413,-166.59582513133367,697.4320322860631
SAT11,-5.403943099060726,-132.04564090532645,523.1870972555245
SAT12,-11.130921433897043,130.25722641250303,664.0717314302474
SAT13,-57.14528636189277,135.6311850522854,551.0532993437591
SAT14,52.222063278973025,-21.514244236633743,367.43778588327973
SAT15,-88.00118510832107,82.01131817014152,482.66344876413365
SAT16,65.9273350104215,113.8945126642812,450.41176771392645
SAT17,-5.503689057061592,34.55286527634496,341.464865320384
SAT18,19.110184662342732,-125.89443829045072,678.0245388648018
SAT19,-34.9143054547962,103.03384960699174,430.58054573033576
ROUTE,-37.82893181620568,-119.78394521750532,69.57291204028593,0.5204558888350164
